1/22/13                                                                                 GEORGIA SECRETARY OF STATE                                                                                                                                                   PAGE
SVRZ376R3                                                                               VOTER REGISTRATION SYSTEM                                                                    SECR OF STATE
ACTIVE VOTERS BY RACE/GENDER
GENERAL ELECTION VOTING HISTORY
"ELECTION DATE:  NOVEMBER 06, 2012"
""
""
BLACK FEMALE   BLACK MALE   WHITE FEMALE        WHITE MALE        ASIA-PI FEMALE    ASIA-PI MALE      HISP-LT FEMALE    HISP-LT MALE  NATIVE-AM FEMALE   NATIVE-AM MALE  OTHER FEMALE    OTHER MALE         UNKNOWN             TOTAL VOTERS
""
""
""
CNTY  CTY    #      #      #      #       #       #          #        #        #        #        #      #          #       #         #       #       #     #           #       #       #        #      #      #       #          #        #         #
NAME  CDE   REG   VOTED   REG   VOTED    REG    VOTED       REG     VOTED     REG     VOTED     REG   VOTED       REG    VOTED      REG    VOTED    REG  VOTED        REG    VOTED    REG      VOTD   REG   VOTED    REG       VOTED     REG      VOTED
""
"PPLIN 001   1,143    801    803    479    4,137  3,059       3,630   2,658       13        8       16      9         49      24        44      14       1     1           2       2      19        6     12      3     156         77   10,025     7,141"
70 %          60 %            74 %                73 %               62 %            56 %               49 %              32 %         100 %               100 %             32 %          25 %               49 %              71 %
"-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"TKINS 002     484    386    339    239    1,594  1,192       1,400   1,045        0        0        2      2         77      30        60      19       1     0           0       0       3        2      6      1       8          6    3,974     2,922"
80 %          71 %            75 %                75 %                0 %           100 %               39 %              32 %           0 %                 0 %             67 %          17 %               75 %              74 %
"-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"ACON  003     411    329    240    146    2,174  1,757       1,928   1,539        6        2        4      4         17       9        15       7       0     0           2       2       7        8      7      4     197        118    5,008     3,925"
80 %          61 %            81 %                80 %               33 %           100 %               53 %              47 %           0 %               100 %            114 %          57 %               60 %              78 %
"-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
"AKER  004     572    430    444    295      579    447         525     410        5        2        4      2          5       2         3       2       0     0           0       0       3        2      3      1      19         14    2,162     1,607"
75 %          66 %            77 %                78 %               40 %            50 %               40 %              67 %           0 %                 0 %             67 %          33 %               74 %              74 %
"-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------"
